piece,square,is_white,period,count
queen,g7,True,early-post-ai,2739
queen,a5,False,early-post-ai,5951
queen,a4,False,early-post-ai,1632
queen,g6,True,early-post-ai,2614
king,b5,False,early-post-ai,1890
queen,f5,True,early-post-ai,3402
queen,e6,True,early-post-ai,3353
queen,d7,True,early-post-ai,2524
king,b4,False,early-post-ai,1708
queen,a4,True,early-post-ai,4257
king,a4,False,early-post-ai,853
pawn,h4,True,early-post-ai,15073
king,a3,False,early-post-ai,685
pawn,h5,True,early-post-ai,7217
king,a2,False,early-post-ai,564
pawn,h6,True,early-post-ai,2815
king,b3,False,early-post-ai,1274
pawn,h7,True,early-post-ai,1157
king,c2,False,early-post-ai,885
pawn,h8,True,early-post-ai,585
king,d2,False,early-post-ai,759
king,e2,False,early-post-ai,806
queen,e4,True,early-post-ai,5822
pawn,g4,True,early-post-ai,17398
king,c3,False,early-post-ai,1427
queen,d5,True,early-post-ai,5293
pawn,g5,True,early-post-ai,8457
pawn,g6,True,early-post-ai,4098
queen,c6,True,early-post-ai,2947
king,a5,False,early-post-ai,988
queen,b7,True,early-post-ai,3445
pawn,g7,True,early-post-ai,1213
pawn,g8,True,early-post-ai,488
rook,a8,True,early-post-ai,2565
pawn,d6,False,early-post-ai,22181
bishop,e6,False,early-post-ai,13403
queen,f3,True,early-post-ai,11380
pawn,a4,True,early-post-ai,13678
knight,d7,False,early-post-ai,21466
pawn,b3,True,early-post-ai,15479
knight,h3,True,early-post-ai,2686
pawn,g5,False,early-post-ai,15862
pawn,h6,False,early-post-ai,17934
bishop,g4,False,early-post-ai,13395
queen,g3,True,early-post-ai,4496
pawn,h5,False,early-post-ai,13443
pawn,f3,True,early-post-ai,16086
bishop,h3,False,early-post-ai,2895
queen,h3,True,early-post-ai,1970
pawn,g4,False,early-post-ai,7224
knight,g4,False,early-post-ai,7679
king,g8,False,early-post-ai,39124
rook,g1,True,early-post-ai,6182
bishop,h4,False,early-post-ai,1787
king,e2,True,early-post-ai,10075
queen,e7,False,early-post-ai,12029
queen,g4,True,early-post-ai,5629
king,h8,False,early-post-ai,7747
pawn,e5,True,early-post-ai,23666
bishop,e3,True,early-post-ai,17148
bishop,e2,True,early-post-ai,14480
knight,d4,False,early-post-ai,12157
queen,d2,True,early-post-ai,11371
pawn,a3,True,early-post-ai,14397
knight,c5,False,early-post-ai,7001
pawn,b4,True,early-post-ai,17263
queen,e3,True,early-post-ai,6130
bishop,b7,False,early-post-ai,10719
pawn,d3,True,early-post-ai,13753
queen,d4,False,early-post-ai,5316
queen,e4,False,early-post-ai,4291
queen,e2,True,early-post-ai,13085
queen,e2,False,early-post-ai,2426
bishop,e5,True,early-post-ai,5702
bishop,g7,True,early-post-ai,2697
rook,g8,False,early-post-ai,6584
bishop,f6,True,early-post-ai,7351
knight,b3,False,early-post-ai,1887
bishop,f5,False,early-post-ai,11624
bishop,c2,False,early-post-ai,1539
rook,d5,True,early-post-ai,3703
bishop,e4,False,early-post-ai,5288
rook,e5,True,early-post-ai,3713
rook,e4,True,early-post-ai,3767
knight,d2,False,early-post-ai,2088
rook,e7,True,early-post-ai,4383
king,c5,False,early-post-ai,2914
rook,d2,True,early-post-ai,5171
king,d4,False,early-post-ai,2408
bishop,d8,True,early-post-ai,1037
bishop,c7,True,early-post-ai,1493
bishop,g3,True,early-post-ai,4227
bishop,f3,True,early-post-ai,6879
pawn,b5,False,early-post-ai,20223
pawn,b5,True,early-post-ai,8549
pawn,b6,True,early-post-ai,2993
pawn,b7,True,early-post-ai,1287
pawn,f4,True,early-post-ai,20578
pawn,f5,False,early-post-ai,18996
knight,e7,False,early-post-ai,11062
pawn,h3,True,early-post-ai,18581
knight,d5,False,early-post-ai,14682
queen,h4,False,early-post-ai,4471
queen,g3,False,early-post-ai,2181
knight,f4,False,early-post-ai,5250
bishop,f4,True,early-post-ai,14046
queen,f4,False,early-post-ai,3457
knight,d2,True,early-post-ai,16499
bishop,d5,False,early-post-ai,5642
king,f2,True,early-post-ai,11107
queen,g4,False,early-post-ai,2993
bishop,h3,True,early-post-ai,2265
knight,e4,True,early-post-ai,14931
queen,e1,True,early-post-ai,2816
queen,c2,False,early-post-ai,2653
queen,b2,False,early-post-ai,3835
bishop,g4,True,early-post-ai,2915
king,g3,True,early-post-ai,6628
queen,e5,False,early-post-ai,5705
bishop,h5,True,early-post-ai,1551
knight,e5,False,early-post-ai,15657
rook,h2,True,early-post-ai,1268
bishop,c5,False,early-post-ai,12165
bishop,e3,False,early-post-ai,3104
rook,f3,False,early-post-ai,2582
rook,f2,False,early-post-ai,3359
rook,h2,False,early-post-ai,2296
pawn,a6,False,early-post-ai,17634
bishop,f3,False,early-post-ai,7132
knight,g8,False,early-post-ai,927
king,c1,True,early-post-ai,8685
bishop,e4,True,early-post-ai,6695
knight,a5,False,early-post-ai,3494
rook,e1,True,early-post-ai,26415
bishop,f5,True,early-post-ai,3362
knight,d5,True,early-post-ai,12635
queen,d6,False,early-post-ai,7594
knight,f6,True,early-post-ai,4985
queen,f6,False,early-post-ai,9566
rook,e2,True,early-post-ai,5066
pawn,c4,False,early-post-ai,11388
bishop,a6,False,early-post-ai,4038
knight,a2,False,early-post-ai,679
rook,a1,True,early-post-ai,3754
queen,d3,True,early-post-ai,9048
rook,b8,False,early-post-ai,10917
rook,a6,True,early-post-ai,2734
bishop,d6,False,early-post-ai,13484
queen,a5,True,early-post-ai,1514
bishop,a5,False,early-post-ai,1736
rook,b1,False,early-post-ai,2163
queen,a8,False,early-post-ai,970
knight,e5,True,early-post-ai,17648
bishop,e5,False,early-post-ai,6847
bishop,g5,True,early-post-ai,16134
pawn,f6,False,early-post-ai,16847
queen,e8,False,early-post-ai,2993
queen,b5,True,early-post-ai,2878
queen,e8,True,early-post-ai,1734
rook,d4,True,early-post-ai,3527
bishop,d1,True,early-post-ai,1440
knight,g6,False,early-post-ai,4255
pawn,d6,True,early-post-ai,5145
pawn,f5,True,early-post-ai,9763
king,d8,False,early-post-ai,5449
knight,b5,True,early-post-ai,6967
king,d1,True,early-post-ai,4714
king,e8,False,early-post-ai,4793
knight,e3,False,early-post-ai,4266
bishop,d2,False,early-post-ai,2251
bishop,a4,True,early-post-ai,2491
bishop,a4,False,early-post-ai,1256
pawn,f6,True,early-post-ai,5106
bishop,h4,True,early-post-ai,3325
queen,a7,True,early-post-ai,2021
king,b1,True,early-post-ai,3992
queen,a8,True,early-post-ai,1749
queen,f5,False,early-post-ai,3826
rook,d7,False,early-post-ai,4840
pawn,c6,False,early-post-ai,23804
knight,e7,True,early-post-ai,2501
king,c7,False,early-post-ai,4948
queen,f1,False,early-post-ai,1207
queen,d1,False,early-post-ai,2902
bishop,c4,True,early-post-ai,17612
knight,g5,True,early-post-ai,9629
queen,g5,False,early-post-ai,5226
bishop,b3,True,early-post-ai,5498
bishop,e6,True,early-post-ai,3593
knight,c2,False,early-post-ai,2800
knight,a1,False,early-post-ai,815
bishop,h6,False,early-post-ai,2799
bishop,g7,False,early-post-ai,14259
bishop,c8,True,early-post-ai,766
king,f1,True,early-post-ai,8885
queen,d3,False,early-post-ai,2584
queen,b1,False,early-post-ai,1199
queen,d5,False,early-post-ai,7064
bishop,b7,True,early-post-ai,2103
queen,c2,True,early-post-ai,8588
knight,d7,True,early-post-ai,2425
knight,d3,True,early-post-ai,3152
rook,b5,False,early-post-ai,1821
rook,e5,False,early-post-ai,3607
queen,b4,True,early-post-ai,2226
knight,c6,True,early-post-ai,5360
king,d5,False,early-post-ai,3492
king,c4,False,early-post-ai,2059
knight,b8,True,early-post-ai,229
pawn,a4,False,early-post-ai,6082
bishop,d8,False,early-post-ai,1591
rook,a4,True,early-post-ai,1713
rook,e7,False,early-post-ai,4623
knight,f3,False,early-post-ai,4225
king,f3,True,early-post-ai,7930
rook,e1,False,early-post-ai,3765
rook,c5,True,early-post-ai,2678
bishop,g3,False,early-post-ai,1892
rook,a7,True,early-post-ai,4071
rook,e6,False,early-post-ai,3690
rook,e4,False,early-post-ai,3338
pawn,c7,True,early-post-ai,1227
rook,c7,False,early-post-ai,3452
rook,c7,True,early-post-ai,4468
king,f5,False,early-post-ai,4510
king,e4,False,early-post-ai,2640
king,d3,False,early-post-ai,1422
queen,f7,True,early-post-ai,3350
queen,e7,True,early-post-ai,2665
queen,f6,True,early-post-ai,3261
knight,a3,True,early-post-ai,2967
king,d3,True,early-post-ai,5890
bishop,h5,False,early-post-ai,2784
bishop,g6,False,early-post-ai,3790
king,c3,True,early-post-ai,3777
rook,e3,False,early-post-ai,2930
bishop,d3,False,early-post-ai,3481
rook,c8,False,early-post-ai,16921
rook,g5,True,early-post-ai,1947
king,f8,False,early-post-ai,9619
knight,a7,True,early-post-ai,698
rook,f5,True,early-post-ai,2570
king,g7,False,early-post-ai,13545
rook,f4,True,early-post-ai,2785
bishop,a7,False,early-post-ai,738
bishop,e2,False,early-post-ai,2323
king,d2,True,early-post-ai,7446
rook,g4,True,early-post-ai,1901
king,c2,True,early-post-ai,4656
king,h6,False,early-post-ai,3680
bishop,c1,False,early-post-ai,750
king,b2,True,early-post-ai,2708
king,a3,True,early-post-ai,1084
rook,d3,False,early-post-ai,3234
rook,e2,False,early-post-ai,4018
rook,h3,False,early-post-ai,1851
knight,c4,True,early-post-ai,6119
knight,g6,True,early-post-ai,2328
rook,h7,False,early-post-ai,1231
bishop,h7,True,early-post-ai,1213
queen,h7,False,early-post-ai,471
knight,g4,True,early-post-ai,2608
queen,f7,False,early-post-ai,2763
bishop,f4,False,early-post-ai,3295
knight,a4,True,early-post-ai,3128
bishop,b5,False,early-post-ai,3071
bishop,c4,False,early-post-ai,3431
pawn,c5,True,early-post-ai,10834
rook,a3,True,early-post-ai,1658
rook,d3,True,early-post-ai,3993
queen,h5,False,early-post-ai,2296
bishop,h2,False,early-post-ai,896
knight,h2,True,early-post-ai,1230
queen,h2,False,early-post-ai,1835
king,b7,False,early-post-ai,2699
rook,b3,True,early-post-ai,1840
bishop,g2,True,early-post-ai,10252
queen,c6,False,early-post-ai,4107
pawn,f4,False,early-post-ai,8646
knight,f4,True,early-post-ai,5050
bishop,c6,True,early-post-ai,6434
rook,c2,True,early-post-ai,3200
bishop,f2,True,early-post-ai,1940
queen,c5,True,early-post-ai,2552
pawn,h4,False,early-post-ai,5640
queen,b6,True,early-post-ai,1680
queen,a6,True,early-post-ai,1747
king,f7,False,early-post-ai,12092
rook,a8,False,early-post-ai,4147
king,g6,False,early-post-ai,6583
rook,e8,True,early-post-ai,4035
bishop,d4,False,early-post-ai,6129
queen,h4,True,early-post-ai,2641
knight,h4,False,early-post-ai,1277
knight,c7,True,early-post-ai,2968
knight,a8,True,early-post-ai,926
knight,b6,True,early-post-ai,1778
pawn,b4,False,early-post-ai,8962
knight,c8,True,early-post-ai,790
rook,f3,True,early-post-ai,3955
rook,f8,True,early-post-ai,2445
pawn,e3,False,early-post-ai,3218
rook,h3,True,early-post-ai,1831
rook,e3,True,early-post-ai,4441
knight,g5,False,early-post-ai,2200
knight,h3,False,early-post-ai,824
knight,e6,True,early-post-ai,4693
king,b8,False,early-post-ai,3231
rook,g1,False,early-post-ai,1452
bishop,b6,False,early-post-ai,3282
pawn,d3,False,early-post-ai,3518
knight,b2,True,early-post-ai,550
bishop,b2,True,early-post-ai,7465
bishop,f1,False,early-post-ai,1232
knight,a6,False,early-post-ai,3504
king,h1,True,early-post-ai,8062
queen,f1,True,early-post-ai,1380
knight,d3,False,early-post-ai,4757
queen,d1,True,early-post-ai,3360
knight,b2,False,early-post-ai,1049
queen,b1,True,early-post-ai,1231
queen,c4,False,early-post-ai,2598
rook,f1,True,early-post-ai,8641
rook,d4,False,early-post-ai,3308
rook,b4,False,early-post-ai,2287
rook,a4,False,early-post-ai,2158
knight,c1,True,early-post-ai,751
rook,f8,False,early-post-ai,8615
rook,g4,False,early-post-ai,1854
rook,a3,False,early-post-ai,2735
queen,c7,True,early-post-ai,2550
rook,g3,False,early-post-ai,1747
rook,e6,True,early-post-ai,3446
rook,f4,False,early-post-ai,2524
king,e1,True,early-post-ai,4067
bishop,d1,False,early-post-ai,995
queen,b3,False,early-post-ai,1645
rook,a2,True,early-post-ai,1726
rook,b2,True,early-post-ai,1895
queen,g5,True,early-post-ai,3509
bishop,b2,False,early-post-ai,2196
knight,a4,False,early-post-ai,1110
queen,h6,True,early-post-ai,2792
rook,b5,True,early-post-ai,2035
queen,f4,True,early-post-ai,4283
rook,b4,True,early-post-ai,1675
knight,f7,True,early-post-ai,3186
knight,h8,True,early-post-ai,643
pawn,c6,True,early-post-ai,4336
queen,h8,False,early-post-ai,344
queen,d2,False,early-post-ai,2548
queen,c8,True,early-post-ai,1431
queen,f8,True,early-post-ai,1361
king,g5,False,early-post-ai,3752
rook,f7,True,early-post-ai,3612
bishop,d5,True,early-post-ai,6370
bishop,d6,True,early-post-ai,3581
knight,c8,False,early-post-ai,850
knight,d6,False,early-post-ai,3185
bishop,a7,True,early-post-ai,902
king,a8,False,early-post-ai,941
king,a7,False,early-post-ai,1170
rook,d7,True,early-post-ai,4728
rook,g7,True,early-post-ai,2758
rook,b7,True,early-post-ai,4326
knight,h5,False,early-post-ai,4219
queen,c1,False,early-post-ai,1556
rook,h1,False,early-post-ai,1669
queen,g1,False,early-post-ai,933
king,f4,True,early-post-ai,4351
king,e3,True,early-post-ai,7312
queen,f3,False,early-post-ai,3019
king,d4,True,early-post-ai,3577
knight,f2,False,early-post-ai,2333
rook,f2,True,early-post-ai,4369
knight,g3,False,early-post-ai,2142
knight,f1,True,early-post-ai,1791
knight,g3,True,early-post-ai,4534
knight,e3,True,early-post-ai,3899
king,h7,False,early-post-ai,7245
bishop,c2,True,early-post-ai,3342
rook,f5,False,early-post-ai,2916
knight,b6,False,early-post-ai,4909
queen,a3,True,early-post-ai,1245
bishop,a3,False,early-post-ai,1701
knight,g2,False,early-post-ai,690
rook,c4,False,early-post-ai,3013
pawn,h3,False,early-post-ai,2259
king,h3,True,early-post-ai,3558
king,b6,False,early-post-ai,2641
king,b2,False,early-post-ai,838
pawn,a3,False,early-post-ai,2745
pawn,a2,False,early-post-ai,1329
pawn,a1,False,early-post-ai,766
queen,h1,False,early-post-ai,1414
pawn,c3,False,early-post-ai,4407
bishop,g1,False,early-post-ai,365
bishop,a3,True,early-post-ai,2789
bishop,e7,True,early-post-ai,2942
rook,g2,True,early-post-ai,1870
bishop,f8,True,early-post-ai,1236
pawn,e7,True,early-post-ai,1208
bishop,g5,False,early-post-ai,3794
rook,a1,False,early-post-ai,2593
bishop,b8,True,early-post-ai,576
queen,b8,False,early-post-ai,1509
bishop,c6,False,early-post-ai,5243
queen,b6,False,early-post-ai,8286
bishop,g6,True,early-post-ai,2208
rook,h6,False,early-post-ai,1469
knight,h2,False,early-post-ai,476
king,h2,True,early-post-ai,7750
knight,e6,False,early-post-ai,3605
king,f5,True,early-post-ai,2535
knight,h6,False,early-post-ai,3229
knight,e2,True,early-post-ai,10790
rook,b2,False,early-post-ai,4553
queen,c1,True,early-post-ai,2183
rook,g2,False,early-post-ai,2677
queen,h3,False,early-post-ai,2145
queen,d8,True,early-post-ai,3090
knight,f5,True,early-post-ai,5292
knight,g7,True,early-post-ai,839
king,f4,False,early-post-ai,2740
king,f3,False,early-post-ai,1534
bishop,g2,False,early-post-ai,2045
queen,c3,False,early-post-ai,3146
knight,f5,False,early-post-ai,5654
king,h4,True,early-post-ai,1986
king,h5,True,early-post-ai,1344
pawn,c8,True,early-post-ai,542
queen,e6,False,early-post-ai,4934
knight,d6,True,early-post-ai,5021
pawn,g3,False,early-post-ai,3141
pawn,h2,False,early-post-ai,979
rook,h1,True,early-post-ai,2735
rook,c2,False,early-post-ai,4486
rook,a2,False,early-post-ai,4192
pawn,h1,False,early-post-ai,522
king,g5,True,early-post-ai,2346
queen,h6,False,early-post-ai,1571
king,g4,True,early-post-ai,3671
knight,d1,False,early-post-ai,825
queen,f2,False,early-post-ai,2777
bishop,a8,True,early-post-ai,932
knight,d1,True,early-post-ai,1156
king,b3,True,early-post-ai,2503
rook,d2,False,early-post-ai,4398
bishop,h6,True,early-post-ai,4118
bishop,f2,False,early-post-ai,2002
rook,a5,True,early-post-ai,2121
rook,d6,False,early-post-ai,3403
queen,d8,False,early-post-ai,4142
queen,e1,False,early-post-ai,1721
queen,b8,True,early-post-ai,1144
bishop,c8,False,early-post-ai,2335
knight,c4,False,early-post-ai,5583
pawn,a5,True,early-post-ai,5668
king,e4,True,early-post-ai,4225
rook,f1,False,early-post-ai,2298
pawn,e2,False,early-post-ai,1006
pawn,e1,False,early-post-ai,421
queen,a2,False,early-post-ai,2154
rook,f6,False,early-post-ai,3524
bishop,a1,True,early-post-ai,465
pawn,f3,False,early-post-ai,3771
rook,a7,False,early-post-ai,2016
pawn,a6,True,early-post-ai,2631
knight,b8,False,early-post-ai,1194
pawn,b3,False,early-post-ai,3180
bishop,f7,False,early-post-ai,1453
bishop,e1,True,early-post-ai,1060
bishop,c7,False,early-post-ai,2063
queen,g7,False,early-post-ai,1713
bishop,f7,True,early-post-ai,2518
rook,f7,False,early-post-ai,4442
rook,b8,True,early-post-ai,2083
bishop,h1,False,early-post-ai,410
rook,g8,True,early-post-ai,1433
pawn,b8,True,early-post-ai,585
pawn,c2,False,early-post-ai,1187
rook,g6,True,early-post-ai,1855
pawn,f2,False,early-post-ai,1066
knight,h4,True,early-post-ai,3536
queen,b4,False,early-post-ai,3032
rook,c6,False,early-post-ai,2506
queen,a3,False,early-post-ai,1763
queen,f8,False,early-post-ai,1582
king,a6,False,early-post-ai,1174
rook,c4,True,early-post-ai,2194
rook,a5,False,early-post-ai,1821
queen,a1,False,early-post-ai,1679
queen,d6,True,early-post-ai,2971
king,h6,True,early-post-ai,895
king,h7,True,early-post-ai,545
rook,h5,True,early-post-ai,1911
rook,h8,True,early-post-ai,1829
bishop,h8,False,early-post-ai,434
bishop,c1,True,early-post-ai,2007
rook,h4,False,early-post-ai,1719
knight,f7,False,early-post-ai,1443
rook,c3,True,early-post-ai,2502
bishop,a2,False,early-post-ai,864
bishop,b3,False,early-post-ai,1343
knight,h7,True,early-post-ai,693
rook,d6,True,early-post-ai,3722
rook,h6,True,early-post-ai,1905
bishop,b1,False,early-post-ai,595
rook,h7,True,early-post-ai,2614
pawn,d2,False,early-post-ai,1128
bishop,e1,False,early-post-ai,700
king,d5,True,early-post-ai,2339
king,c6,True,early-post-ai,1411
queen,g6,False,early-post-ai,3519
queen,g2,False,early-post-ai,2531
queen,g1,True,early-post-ai,444
king,e5,True,early-post-ai,2437
king,f6,True,early-post-ai,1608
pawn,b2,False,early-post-ai,1341
king,g7,True,early-post-ai,885
pawn,b1,False,early-post-ai,580
king,g8,True,early-post-ai,426
king,h8,True,early-post-ai,314
queen,a7,False,early-post-ai,824
king,c4,True,early-post-ai,2931
king,c5,True,early-post-ai,2023
king,d6,True,early-post-ai,1413
king,d7,True,early-post-ai,740
king,d8,True,early-post-ai,267
king,c8,True,early-post-ai,323
bishop,a6,True,early-post-ai,1947
pawn,d7,True,early-post-ai,1331
pawn,d8,True,early-post-ai,480
rook,g7,False,early-post-ai,1893
rook,g6,False,early-post-ai,2144
bishop,b8,False,early-post-ai,600
knight,e2,False,early-post-ai,2100
knight,c1,False,early-post-ai,649
knight,f8,True,early-post-ai,841
knight,b5,False,early-post-ai,1431
bishop,e8,True,early-post-ai,720
bishop,a8,False,early-post-ai,632
rook,f6,True,early-post-ai,2615
rook,c1,False,early-post-ai,2976
pawn,c1,False,early-post-ai,520
king,h5,False,early-post-ai,1945
king,b5,True,early-post-ai,1635
king,a4,True,early-post-ai,982
queen,a6,False,early-post-ai,1343
knight,e1,False,early-post-ai,625
king,b4,True,early-post-ai,1887
king,a5,True,early-post-ai,823
rook,g3,True,early-post-ai,2494
pawn,g2,False,early-post-ai,1018
rook,c6,True,early-post-ai,3029
king,e3,False,early-post-ai,1635
knight,g1,True,early-post-ai,732
pawn,a8,True,early-post-ai,714
king,b6,True,early-post-ai,1173
rook,a6,False,early-post-ai,1811
king,b7,True,early-post-ai,798
king,b8,True,early-post-ai,342
queen,h1,True,early-post-ai,287
bishop,h8,True,early-post-ai,470
knight,a3,False,early-post-ai,606
rook,c8,True,early-post-ai,3029
king,g4,False,early-post-ai,2299
queen,b2,True,early-post-ai,1772
knight,b1,False,early-post-ai,254
rook,c3,False,early-post-ai,3246
rook,b6,False,early-post-ai,1933
knight,h1,False,early-post-ai,365
queen,e3,False,early-post-ai,3047
bishop,f8,False,early-post-ai,3304
rook,h4,True,early-post-ai,1652
queen,c8,False,early-post-ai,2606
queen,f2,True,early-post-ai,2943
bishop,a2,True,early-post-ai,997
rook,h8,False,early-post-ai,2745
knight,f1,False,early-post-ai,719
knight,d8,True,early-post-ai,786
bishop,e8,False,early-post-ai,1332
knight,g1,False,early-post-ai,186
knight,e8,True,early-post-ai,634
knight,b7,True,early-post-ai,1035
pawn,a7,True,early-post-ai,1336
bishop,b1,True,early-post-ai,1060
rook,b3,False,early-post-ai,2501
rook,g5,False,early-post-ai,1865
knight,c2,True,early-post-ai,1691
knight,f8,False,early-post-ai,1946
knight,g7,False,early-post-ai,799
pawn,f7,True,early-post-ai,1277
pawn,f8,True,early-post-ai,511
knight,b1,True,early-post-ai,913
knight,e8,False,early-post-ai,1904
knight,c7,False,early-post-ai,1859
knight,e1,True,early-post-ai,1511
knight,d8,False,early-post-ai,1056
king,h3,False,early-post-ai,812
king,g2,False,early-post-ai,707
king,h1,False,early-post-ai,270
king,h2,False,early-post-ai,503
rook,h5,False,early-post-ai,1568
king,e6,True,early-post-ai,1513
king,f7,True,early-post-ai,900
pawn,f1,False,early-post-ai,460
knight,g2,True,early-post-ai,612
king,g6,True,early-post-ai,1428
king,a7,True,early-post-ai,504
king,a8,True,early-post-ai,247
knight,h5,True,early-post-ai,1443
knight,f2,True,early-post-ai,1396
knight,h6,True,early-post-ai,918
bishop,g8,True,early-post-ai,530
king,a2,True,early-post-ai,1125
knight,a2,True,early-post-ai,496
bishop,f1,True,early-post-ai,2725
king,h4,False,early-post-ai,1309
queen,g2,True,early-post-ai,1592
rook,b7,False,early-post-ai,2086
queen,h2,True,early-post-ai,570
pawn,d1,False,early-post-ai,436
king,e7,True,early-post-ai,766
pawn,g1,False,early-post-ai,453
knight,b7,False,early-post-ai,606
knight,g8,True,early-post-ai,166
bishop,h2,True,early-post-ai,840
pawn,e8,True,early-post-ai,428
knight,a7,False,early-post-ai,465
king,f1,False,early-post-ai,313
king,a1,True,early-post-ai,1003
king,f8,True,early-post-ai,358
rook,b6,True,early-post-ai,2330
knight,a5,True,early-post-ai,1039
knight,h7,False,early-post-ai,1088
queen,a2,True,early-post-ai,652
king,f2,False,early-post-ai,907
king,c7,True,early-post-ai,781
bishop,h1,True,early-post-ai,319
king,e1,False,early-post-ai,347
king,a6,True,early-post-ai,628
king,e8,True,early-post-ai,307
bishop,g1,True,early-post-ai,321
knight,h8,False,early-post-ai,122
knight,a8,False,early-post-ai,147
bishop,h7,False,early-post-ai,667
bishop,g8,False,early-post-ai,264
queen,g8,False,early-post-ai,426
king,c1,False,early-post-ai,356
king,b1,False,early-post-ai,419
king,d1,False,early-post-ai,318
king,g1,False,early-post-ai,381
king,g3,False,early-post-ai,1468
knight,h1,True,early-post-ai,107
king,a1,False,early-post-ai,336
knight,a1,True,early-post-ai,92
pawn,e4,True,nnue-era,44532
pawn,e5,False,nnue-era,37176
pawn,d4,True,nnue-era,47553
pawn,d4,False,nnue-era,22635
queen,d4,True,nnue-era,7045
bishop,b4,False,nnue-era,10964
queen,b4,True,nnue-era,2362
knight,c6,False,nnue-era,38750
queen,d2,True,nnue-era,11084
pawn,d6,False,nnue-era,22401
pawn,c3,True,nnue-era,22771
knight,f6,False,nnue-era,50478
pawn,f3,True,nnue-era,15572
pawn,d5,False,nnue-era,43112
pawn,d5,True,nnue-era,25525
knight,d5,False,nnue-era,14384
bishop,c4,True,nnue-era,18350
bishop,e6,False,nnue-era,12855
knight,e2,True,nnue-era,10202
pawn,b5,False,nnue-era,19686
bishop,d5,True,nnue-era,6022
bishop,d5,False,nnue-era,5166
knight,f4,True,nnue-era,4808
bishop,c4,False,nnue-era,3152
pawn,b3,True,nnue-era,14466
queen,d2,False,nnue-era,2582
bishop,d2,True,nnue-era,9544
knight,e6,True,nnue-era,4560
pawn,e6,False,nnue-era,26957
king,g1,True,nnue-era,39029
king,c8,False,nnue-era,7210
pawn,c4,True,nnue-era,25376
pawn,c4,False,nnue-era,10788
knight,b4,False,nnue-era,6212
rook,e1,True,nnue-era,25914
pawn,a5,False,nnue-era,13712
rook,e6,True,nnue-era,3291
knight,c2,False,nnue-era,2664
rook,e7,True,nnue-era,4145
knight,a1,False,nnue-era,785
pawn,e5,True,nnue-era,23227
knight,e4,False,nnue-era,15624
knight,g5,False,nnue-era,2189
knight,c3,True,nnue-era,40485
queen,e2,True,nnue-era,12251
pawn,f4,True,nnue-era,19628
knight,e6,False,nnue-era,3345
knight,f3,True,nnue-era,51797
bishop,c5,False,nnue-era,12612
bishop,g5,True,nnue-era,16485
knight,g5,True,nnue-era,9357
queen,g5,False,nnue-era,5129
knight,e4,True,nnue-era,13986
queen,e5,False,nnue-era,5456
knight,c5,True,nnue-era,4540
queen,e2,False,nnue-era,2420
bishop,e2,True,nnue-era,13281
king,g8,False,nnue-era,38911
king,c1,True,nnue-era,8650
bishop,f5,False,nnue-era,11615
pawn,g4,True,nnue-era,16736
bishop,g6,False,nnue-era,3662
rook,f1,True,nnue-era,8110
rook,e8,False,nnue-era,22646
rook,b8,False,nnue-era,10845
knight,d7,True,nnue-era,2386
rook,d8,False,nnue-era,19750
bishop,f7,True,nnue-era,2574
bishop,f7,False,nnue-era,1300
pawn,h3,True,nnue-era,18247
bishop,a2,False,nnue-era,780
rook,d2,True,nnue-era,4852
bishop,b2,True,nnue-era,6465
pawn,f6,False,nnue-era,16242
knight,a5,False,nnue-era,3547
pawn,b4,False,nnue-era,8750
knight,h6,False,nnue-era,2745
bishop,b7,False,nnue-era,9610
pawn,c5,False,nnue-era,28395
rook,g1,True,nnue-era,5978
pawn,g5,False,nnue-era,15048
bishop,c1,True,nnue-era,1669
rook,g8,False,nnue-era,6260
knight,d2,True,nnue-era,15785
queen,f6,False,nnue-era,9030
knight,g3,True,nnue-era,4191
rook,c8,False,nnue-era,16236
knight,h5,True,nnue-era,1401
queen,f4,False,nnue-era,3458
queen,e4,False,nnue-era,4198
queen,g6,False,nnue-era,3368
bishop,d3,True,nnue-era,17525
rook,c7,False,nnue-era,3126
pawn,e4,False,nnue-era,14817
bishop,b1,True,nnue-era,921
bishop,e7,False,nnue-era,17382
rook,f8,False,nnue-era,8234
rook,f4,True,nnue-era,2633
bishop,g5,False,nnue-era,3385
bishop,e4,True,nnue-era,5983
queen,e6,False,nnue-era,4496
rook,f8,True,nnue-era,2359
king,f8,False,nnue-era,9401
queen,h1,False,nnue-era,1476
queen,f1,True,nnue-era,1263
queen,f1,False,nnue-era,1183
king,f1,True,nnue-era,8494
rook,f7,False,nnue-era,4146
king,g2,True,nnue-era,11081
rook,g7,False,nnue-era,1764
bishop,h6,True,nnue-era,4161
king,f7,False,nnue-era,11259
bishop,g7,True,nnue-era,2577
knight,c4,False,nnue-era,5285
king,g6,False,nnue-era,5984
rook,f6,True,nnue-era,2589
king,g5,False,nnue-era,3272
king,h4,False,nnue-era,1253
queen,d1,True,nnue-era,3112
pawn,h6,False,nnue-era,17763
bishop,f6,True,nnue-era,7098
pawn,a3,True,nnue-era,13925
bishop,c3,False,nnue-era,6200
queen,c3,False,nnue-era,3180
king,e2,True,nnue-era,9396
queen,d3,True,nnue-era,8615
queen,a1,False,nnue-era,1737
knight,b8,False,nnue-era,1089
